_id,name,country,isoalpha3,frequency,period,date,value
650,"CPI (index, period average)",Nicaragua,NIC,Annual,2015,01/01/2015 12:00:00 AM,749.6228561178596
651,"CPI (index, period average)",Nicaragua,NIC,Annual,2016,01/01/2016 12:00:00 AM,776.0363198975773
652,"CPI (index, period average)",Nicaragua,NIC,Annual,2017,01/01/2017 12:00:00 AM,805.9189306415432
653,"CPI (index, period average)",Nicaragua,NIC,Annual,2018,01/01/2018 12:00:00 AM,845.7896522895245
654,"CPI (index, period average)",Nicaragua,NIC,Annual,2019,01/01/2019 12:00:00 AM,891.2617560122065
655,"CPI (index, period average)",Nicaragua,NIC,Annual,2020,01/01/2020 12:00:00 AM,924.0763509190206
656,"CPI (index, period average)",Nicaragua,NIC,Annual,2021,01/01/2021 12:00:00 AM,969.6186588864634
657,"CPI (index, period average)",Nicaragua,NIC,Annual,2022,01/01/2022 12:00:00 AM,1071.112759425531
658,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1991,01/01/1991 12:00:00 AM,100.0
659,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1992,01/01/1992 12:00:00 AM,106.4857243567148
660,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1993,01/01/1993 12:00:00 AM,117.9767359887205
661,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1994,01/01/1994 12:00:00 AM,128.3750440606274
662,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1995,01/01/1995 12:00:00 AM,135.1427564328516
663,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1996,01/01/1996 12:00:00 AM,139.5840676771237
664,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1997,01/01/1997 12:00:00 AM,144.6951004582305
665,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1998,01/01/1998 12:00:00 AM,152.8022559041241
666,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,1999,01/01/1999 12:00:00 AM,158.0190341910469
667,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2000,01/01/2000 12:00:00 AM,163.5882974973563
668,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2001,01/01/2001 12:00:00 AM,172.75290800141
669,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2002,01/01/2002 12:00:00 AM,179.9083538949595
670,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2003,01/01/2003 12:00:00 AM,186.7113147691223
671,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2004,01/01/2004 12:00:00 AM,193.7257666549172
672,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2005,01/01/2005 12:00:00 AM,207.0497003877335
673,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2006,01/01/2006 12:00:00 AM,224.2509693338033
674,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2007,01/01/2007 12:00:00 AM,241.9104688050758
675,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2008,01/01/2008 12:00:00 AM,271.0257314064152
676,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2009,01/01/2009 12:00:00 AM,290.024673951357
677,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2010,01/01/2010 12:00:00 AM,320.5851251321819
678,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2011,01/01/2011 12:00:00 AM,336.905181529785
679,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2012,01/01/2012 12:00:00 AM,368.1706027493832
680,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2013,01/01/2013 12:00:00 AM,387.275290800141
681,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2014,01/01/2014 12:00:00 AM,409.3408530137469
682,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2015,01/01/2015 12:00:00 AM,428.4102925625662
683,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2016,01/01/2016 12:00:00 AM,441.5579837856891
684,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2017,01/01/2017 12:00:00 AM,449.8766302432147
685,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2018,01/01/2018 12:00:00 AM,454.4589354952415
686,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2019,01/01/2019 12:00:00 AM,459.0059922453296
687,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2020,01/01/2020 12:00:00 AM,461.7553753965457
688,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2021,01/01/2021 12:00:00 AM,471.2724709199859
689,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2022,01/01/2022 12:00:00 AM,498.731053930208
690,"CPI (index, period average)",Trinidad and Tobago,TTO,Annual,2023,01/01/2023 12:00:00 AM,521.8188227000353
