_id,name,country,isoalpha3,frequency,period,date,value
272,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2013,01/01/2013 12:00:00 AM,4.884672595413467
273,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2014,01/01/2014 12:00:00 AM,2.241686699579367
274,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2015,01/01/2015 12:00:00 AM,4.292135261454639
275,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2016,01/01/2016 12:00:00 AM,3.303188364918233
276,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2017,01/01/2017 12:00:00 AM,3.019067289752797
277,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2018,01/01/2018 12:00:00 AM,2.983159131841424
278,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2019,01/01/2019 12:00:00 AM,2.659892680050075
279,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2020,01/01/2020 12:00:00 AM,-0.394949504856377
280,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2021,01/01/2021 12:00:00 AM,2.611417922386768
281,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2022,01/01/2022 12:00:00 AM,4.778196806768296
282,"Foreign Direct Investment, Net (% of GDP)",Peru,PER,Annual,2023,01/01/2023 12:00:00 AM,1.338250333859571
283,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2016,01/01/2016 12:00:00 AM,0.0
284,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2017,01/01/2017 12:00:00 AM,0.0
285,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2018,01/01/2018 12:00:00 AM,0.0
286,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2019,01/01/2019 12:00:00 AM,0.0
287,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2020,01/01/2020 12:00:00 AM,0.0
288,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2021,01/01/2021 12:00:00 AM,0.0
289,"Foreign Direct Investment, Net (% of GDP)",Ecuador,ECU,Annual,2022,01/01/2022 12:00:00 AM,0.0
290,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,1998,01/01/1998 12:00:00 AM,12.04584259656938
291,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,1999,01/01/1999 12:00:00 AM,12.16967481739771
292,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2001,01/01/2001 12:00:00 AM,8.637701929802631
293,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2002,01/01/2002 12:00:00 AM,8.526990922835319
294,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2003,01/01/2003 12:00:00 AM,2.4101751990088
295,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2004,01/01/2004 12:00:00 AM,0.941964225802984
296,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2005,01/01/2005 12:00:00 AM,-3.045411894965288
297,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2006,01/01/2006 12:00:00 AM,2.484152200870046
298,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2007,01/01/2007 12:00:00 AM,2.75921556666257
299,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2008,01/01/2008 12:00:00 AM,3.044144774741298
300,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2009,01/01/2009 12:00:00 AM,2.454737616511334
301,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2010,01/01/2010 12:00:00 AM,3.419265628420017
302,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2011,01/01/2011 12:00:00 AM,3.584427266236585
303,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2012,01/01/2012 12:00:00 AM,3.913550146003349
304,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2013,01/01/2013 12:00:00 AM,5.70662212000731
305,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2015,01/01/2015 12:00:00 AM,1.525578813737209
306,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2016,01/01/2016 12:00:00 AM,-0.726256071911576
307,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2017,01/01/2017 12:00:00 AM,-1.687027278224603
308,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2018,01/01/2018 12:00:00 AM,-0.960180365674291
309,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2019,01/01/2019 12:00:00 AM,0.647876425398258
310,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2020,01/01/2020 12:00:00 AM,2.780133113336195
311,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2021,01/01/2021 12:00:00 AM,-1.218248117288692
312,"Foreign Direct Investment, Net (% of GDP)",Bolivia,BOL,Annual,2022,01/01/2022 12:00:00 AM,-0.745212899141668
313,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2010,01/01/2010 12:00:00 AM,-3.75305108718217
314,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2011,01/01/2011 12:00:00 AM,-3.919416227958754
315,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2012,01/01/2012 12:00:00 AM,-5.172952589935466
316,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2013,01/01/2013 12:00:00 AM,-3.171692588495168
317,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2014,01/01/2014 12:00:00 AM,-3.283347985262348
318,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2015,01/01/2015 12:00:00 AM,-3.09442184397359
319,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2016,01/01/2016 12:00:00 AM,-3.176024753588162
320,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2017,01/01/2017 12:00:00 AM,-4.458821916465003
321,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2018,01/01/2018 12:00:00 AM,-2.960818791226989
322,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2019,01/01/2019 12:00:00 AM,-3.393176205415493
323,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2020,01/01/2020 12:00:00 AM,-3.243167371895421
324,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2021,01/01/2021 12:00:00 AM,-3.384362198370923
325,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2022,01/01/2022 12:00:00 AM,-3.59945961533651
326,"Foreign Direct Investment, Net (% of GDP)",Dominican Republic,DOM,Annual,2023,01/01/2023 12:00:00 AM,-3.604888234914668
327,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2013,01/01/2013 12:00:00 AM,0.421760657136291
328,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2014,01/01/2014 12:00:00 AM,1.985744043967017
329,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2015,01/01/2015 12:00:00 AM,1.752329857291201
330,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2016,01/01/2016 12:00:00 AM,1.144824582510494
331,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2017,01/01/2017 12:00:00 AM,-0.408582757126027
332,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2018,01/01/2018 12:00:00 AM,2.027996259183282
333,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2019,01/01/2019 12:00:00 AM,1.683151681770833
334,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2020,01/01/2020 12:00:00 AM,-0.445458299791034
335,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2021,01/01/2021 12:00:00 AM,1.016737509354451
336,"Foreign Direct Investment, Net (% of GDP)",Honduras,HND,Annual,2022,01/01/2022 12:00:00 AM,0.067507111457729
337,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2011,01/01/2011 12:00:00 AM,-5.390343828610451
338,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2012,01/01/2012 12:00:00 AM,-10.05514025666364
339,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2013,01/01/2013 12:00:00 AM,-4.773405695629393
340,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2014,01/01/2014 12:00:00 AM,-7.013654675584642
341,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2015,01/01/2015 12:00:00 AM,-3.075877775990406
342,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2016,01/01/2016 12:00:00 AM,-1.967891837504201
343,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2017,01/01/2017 12:00:00 AM,-1.099478306366783
344,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2018,01/01/2018 12:00:00 AM,-5.080305859968221
345,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2019,01/01/2019 12:00:00 AM,-3.858059755887937
346,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2020,01/01/2020 12:00:00 AM,-3.768201756151059
347,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2021,01/01/2021 12:00:00 AM,-5.206600737926941
348,"Foreign Direct Investment, Net (% of GDP)",Belize,BLZ,Annual,2022,01/01/2022 12:00:00 AM,-4.754217068110126
349,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2006,01/01/2006 12:00:00 AM,3.937553359012562
350,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2007,01/01/2007 12:00:00 AM,4.94547499139318
351,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2008,01/01/2008 12:00:00 AM,7.174297727245466
352,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2009,01/01/2009 12:00:00 AM,5.590162493571391
353,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2010,01/01/2010 12:00:00 AM,5.431619631813049
354,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2011,01/01/2011 12:00:00 AM,9.519092018571046
355,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2012,01/01/2012 12:00:00 AM,6.776495658784003
356,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2013,01/01/2013 12:00:00 AM,7.4351726433739
357,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2014,01/01/2014 12:00:00 AM,8.288705938223382
358,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2015,01/01/2015 12:00:00 AM,7.241801895917639
359,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2016,01/01/2016 12:00:00 AM,6.966853992276803
360,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2017,01/01/2017 12:00:00 AM,7.056504662950752
361,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2018,01/01/2018 12:00:00 AM,5.865546021011438
362,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2019,01/01/2019 12:00:00 AM,3.501961461672007
363,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2020,01/01/2020 12:00:00 AM,5.582974340597087
364,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2021,01/01/2021 12:00:00 AM,8.533687578809678
365,"Foreign Direct Investment, Net (% of GDP)",Nicaragua,NIC,Annual,2022,01/01/2022 12:00:00 AM,8.180563540562211
366,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2015,01/01/2015 12:00:00 AM,0.178410113362447
367,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2016,01/01/2016 12:00:00 AM,0.007555643061281
368,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2017,01/01/2017 12:00:00 AM,-1.901290707277858
369,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2018,01/01/2018 12:00:00 AM,-3.108015222954629
370,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2019,01/01/2019 12:00:00 AM,0.2936184012386
371,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2020,01/01/2020 12:00:00 AM,4.603564782975216
372,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2021,01/01/2021 12:00:00 AM,-6.947774800263421
373,"Foreign Direct Investment, Net (% of GDP)",Trinidad and Tobago,TTO,Annual,2022,01/01/2022 12:00:00 AM,-6.940168468713559
