_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
631,2021,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.062817101478577,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
632,2021,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046476001739502,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
633,2021,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044133400917053,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
634,2022,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044730501174927,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
635,2022,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03174,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
636,2022,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053543500900268,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
637,2022,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045087599754334,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
638,2022,NA,NA,HTI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.01027,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
639,2022,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.077407398223877,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
640,2022,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.036470398902893,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
641,2022,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038940999507904,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
642,2022,NA,NA,DOM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0394,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
643,2022,NA,NA,PAN,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03887,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
644,2022,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.034149699211121,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
645,2022,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04531,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
646,2022,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0288,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
647,2022,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04442,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
648,2022,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.032294099330902,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
649,2022,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0437,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
650,2023,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05002,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
651,2023,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05655,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
652,2023,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05126,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
653,2023,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03086,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
654,1970,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.027377044359843,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
655,1971,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.026993750333786,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
656,1972,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.035854366223017,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
657,1973,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.030723574757576,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
658,1974,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.035382919549942,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
659,1975,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.034874416589737,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
660,1976,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.037817579030991,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
661,1977,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047583870887756,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
662,1978,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02657757461071,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
663,1979,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.034350386857986,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
664,1980,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.034966189742088,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
665,1981,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03504903960228,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
666,1982,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.033473662436008,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
667,1983,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040865150690079,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
668,1984,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.037349354408004,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
669,1985,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.030133709907532,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
670,1986,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.039344582955042,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
671,1987,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0345099401474,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
672,1988,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038611666361491,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
673,1989,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.032491800189018,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
674,1990,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02509032862527,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
675,1991,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.034245680093765,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
676,1992,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.032097719669342,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
677,1993,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.023710560083389,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
678,1994,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029976036386056,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
679,1995,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029582699812376,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
680,1996,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03020034968853,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
681,1997,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.036342574954033,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
682,1998,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.032115557988485,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
683,1999,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040272537693381,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
684,2000,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.037463914871216,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
685,2001,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042951080004374,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
686,2002,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040673205712262,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
687,2003,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.039104182159199,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
688,2004,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04007131423269,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
689,2005,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04529741279873,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
690,2006,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038868623330043,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
691,2007,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.039775837510824,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
692,2008,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045557878187724,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
693,2009,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050739687124888,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
694,2010,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046794822540283,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
695,2011,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.043813189855877,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
696,2012,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046028641939665,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
697,2013,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046483565333366,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
698,2014,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045763779421647,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
699,2015,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046528576016998,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
700,2016,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046381083904648,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
701,2017,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045856936041641,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
702,2018,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045643855794144,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
703,2019,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045142699799104,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
704,2020,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047026512860457,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
705,2021,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04271950471878,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
706,2022,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040320887312889,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
707,2023,NA,NA,LAC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0471725,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
708,1970,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.037627690076828,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
709,1971,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042181078791618,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
710,1972,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046865392281459,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
711,1973,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.043297339677811,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
712,1974,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.043637330830097,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
713,1975,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046385953286115,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
714,1976,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045610241469215,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
715,1977,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046699426730474,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
716,1978,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046248600151804,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
717,1979,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044857474863529,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
718,1980,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049516823178246,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
719,1981,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045878875136375,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
720,1982,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.048071337122666,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
721,1983,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045960211157799,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
722,1984,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04326147466898,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
723,1985,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044665869101882,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
724,1986,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044302680194378,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
725,1987,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045439765036106,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
726,1988,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045372847659247,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
727,1989,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042853854775429,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
728,1990,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042426339122984,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
729,1991,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047109457819085,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
730,1992,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049029811831082,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
731,1993,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050981272125244,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
732,1994,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049501359939575,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
733,1995,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047488790569883,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
734,1996,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050674307431494,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
735,1997,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.054098928996495,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
736,1998,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0483105217559,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
737,1999,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050251579449095,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
738,2000,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.048883457268987,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
739,2001,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050349272448441,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
740,2002,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052145017097736,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
741,2003,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052354146327291,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
742,2004,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.051193782346589,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
743,2005,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050950175592885,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
744,2006,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050128491235723,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
745,2007,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.048506811062495,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
746,2008,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049777096433044,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
747,2009,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05412035973819,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
748,2010,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.054053051700386,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
749,2011,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053076298169852,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
750,2012,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053442851496605,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
751,2013,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053961155289098,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
752,2014,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053035946282185,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
753,2015,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052248136934481,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
754,2016,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052072681314067,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
755,2017,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050705344802455,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
756,2018,NA,NA,OECD,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050617692031358,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
